TransactionID,OrderDate,ProductID,Product,Category,Region,Channel,Status,Quantity,UnitPriceGBP,UnitCostGBP,DiscountPct
10790,2024-10-31,P007,Headset,Accessories,South,Partner,Cancelled,2,72.82,34.78,0
10406,2024-11-01,P002,Monitor,Electronics,North,Partner,Completed,4,281.66,172.64,0
10795,2024-11-03,P007,Headset,Accessories,Midlands,Retail,Completed,4,70.87,35.02,0.15
10904,2024-11-03,P002,Monitor,Electronics,South,Retail,Cancelled,4,293.97,168.39,0
10923,2024-11-04,P007,Headset,Accessories,North,Online,Completed,1,74.12,35.0,0
10395,2024-11-06,P005,Desk,Furniture,Scotland,Partner,Completed,3,269.34,159.45,0
10546,2024-11-06,P001,Laptop,Electronics,South,Retail,Completed,1,910.87,624.19,0
10911,2024-11-06,P004,Mouse,Accessories,Wales,Partner,Completed,2,27.12,13.2,0
10613,2024-11-07,P005,Desk,Furniture,North,Online,Completed,4,276.7,153.0,0.15
10086,2024-11-08,P001,Laptop,Electronics,Wales,Online,Completed,1,934.93,612.47,0
10584,2024-11-08,P001,Laptop,Electronics,South,Online,Cancelled,3,906.62,609.17,0.15
10886,2024-11-08,P005,Desk,Furniture,North,Retail,Completed,2,277.29,152.42,0
10079,2024-11-09,P005,Desk,Furniture,North,Online,Completed,2,277.07,157.81,0.15
10090,2024-11-10,P005,Desk,Furniture,North,Retail,Completed,4,276.38,155.73,0
10412,2024-11-10,P007,Headset,Accessories,Midlands,Retail,Completed,3,72.21,35.82,0
10040,2024-11-11,P006,Chair,Furniture,Wales,Online,Completed,1,131.92,69.29,0.15
10333,2024-11-13,P002,Monitor,Electronics,Wales,Online,Completed,2,288.15,173.09,0.05
10545,2024-11-13,P006,Chair,Furniture,South,Retail,Completed,4,134.41,67.52,0
10641,2024-11-14,P001,Laptop,Electronics,Midlands,Partner,Completed,1,941.74,630.71,0.1
10140,2024-11-15,P006,Chair,Furniture,South,Online,Completed,1,138.96,67.83,0
10781,2024-11-15,P007,Headset,Accessories,Scotland,Retail,Completed,4,72.63,35.24,0.15
10928,2024-11-15,P007,Headset,Accessories,Midlands,Partner,Completed,3,72.21,35.36,0
10137,2024-11-16,P007,Headset,Accessories,South,Online,Completed,3,74.49,34.42,0.15
10150,2024-11-16,P007,Headset,Accessories,South,Online,Completed,4,69.95,34.87,0.05
10029,2024-11-17,P001,Laptop,Electronics,South,Online,Cancelled,1,896.06,623.34,0
10191,2024-11-17,P005,Desk,Furniture,Wales,Online,Completed,2,276.72,158.98,0.05
10452,2024-11-17,P004,Mouse,Accessories,North,Retail,Completed,2,26.44,13.2,0.15
10522,2024-11-17,P006,Chair,Furniture,Wales,Online,Completed,2,137.92,67.44,0.05
10525,2024-11-18,P008,Webcam,Electronics,South,Partner,Cancelled,3,88.81,42.74,0
10481,2024-11-19,P007,Headset,Accessories,North,Online,Completed,2,73.57,35.06,0.15
10223,2024-11-20,P008,Webcam,Electronics,South,Partner,Completed,3,87.09,42.58,0
10736,2024-11-20,P003,Keyboard,Accessories,Midlands,Online,Cancelled,4,47.65,25.89,0.15
10660,2024-11-21,P007,Headset,Accessories,Midlands,Online,Completed,4,70.54,35.27,0.05
10253,2024-11-22,P007,Headset,Accessories,North,Online,Cancelled,4,71.05,34.69,0.05
10194,2024-11-23,P006,Chair,Furniture,South,Online,Completed,1,137.68,69.79,0
10341,2024-11-25,P004,Mouse,Accessories,Wales,Online,Completed,4,26.89,13.07,0.1
10418,2024-11-25,P004,Mouse,Accessories,South,Retail,Completed,1,27.5,12.96,0
10564,2024-11-27,P008,Webcam,Electronics,Scotland,Retail,Cancelled,3,86.76,41.49,0
10615,2024-11-27,P008,Webcam,Electronics,North,Retail,Completed,1,86.89,41.84,0.05
10651,2024-11-29,P002,Monitor,Electronics,South,Online,Completed,3,288.84,171.26,0
10654,2024-11-29,P002,Monitor,Electronics,North,Partner,Completed,4,278.62,173.52,0.1
10889,2024-11-29,P002,Monitor,Electronics,Midlands,Partner,Completed,4,277.36,172.3,0.1
10689,2024-12-03,P007,Headset,Accessories,South,Partner,Completed,1,72.04,35.78,0.05
10919,2024-12-03,P005,Desk,Furniture,South,Online,Completed,1,282.31,156.49,0.05
10461,2024-12-04,P008,Webcam,Electronics,North,Partner,Cancelled,2,91.15,42.47,0
10479,2024-12-04,P006,Chair,Furniture,South,Online,Completed,2,131.61,67.3,0.1
10358,2024-12-05,P002,Monitor,Electronics,Wales,Online,Cancelled,1,292.84,169.96,0.05
10464,2024-12-05,P006,Chair,Furniture,Midlands,Partner,Cancelled,3,135.44,68.55,0.1
10635,2024-12-05,P006,Chair,Furniture,Wales,Online,Completed,1,140.25,68.77,0
10809,2024-12-06,P007,Headset,Accessories,Scotland,Retail,Cancelled,1,71.61,35.35,0
10598,2024-12-07,P008,Webcam,Electronics,Scotland,Online,Completed,4,90.23,41.66,0
10918,2024-12-08,P002,Monitor,Electronics,Wales,Online,Completed,1,294.74,168.27,0
10678,2024-12-09,P005,Desk,Furniture,Scotland,Online,Cancelled,3,275.63,157.13,0.05
10202,2024-12-11,P001,Laptop,Electronics,North,Partner,Cancelled,1,934.33,631.38,0
10107,2024-12-12,P007,Headset,Accessories,Scotland,Partner,Cancelled,1,74.65,35.4,0.05
10185,2024-12-13,P003,Keyboard,Accessories,South,Online,Cancelled,4,50.28,26.43,0
10600,2024-12-15,P007,Headset,Accessories,North,Online,Cancelled,2,73.3,35.03,0.15
10906,2024-12-15,P004,Mouse,Accessories,Wales,Online,Completed,4,27.93,13.14,0.15
10323,2024-12-17,P002,Monitor,Electronics,South,Online,Completed,4,278.23,173.45,0.05
10737,2024-12-18,P003,Keyboard,Accessories,Midlands,Partner,Cancelled,3,47.95,25.51,0
10225,2024-12-20,P008,Webcam,Electronics,Scotland,Online,Cancelled,3,92.14,42.62,0
10295,2024-12-22,P005,Desk,Furniture,Midlands,Online,Completed,3,275.92,155.3,0
10644,2024-12-24,P006,Chair,Furniture,North,Retail,Completed,3,133.26,66.88,0.1
10783,2024-12-27,P005,Desk,Furniture,North,Retail,Completed,3,273.47,157.65,0
10280,2024-12-28,P002,Monitor,Electronics,Scotland,Online,Completed,3,291.99,172.76,0.05
10768,2024-12-29,P007,Headset,Accessories,North,Online,Completed,4,70.46,34.49,0
10927,2024-12-29,P007,Headset,Accessories,South,Online,Completed,4,73.86,34.41,0
10110,2025-01-02,P006,Chair,Furniture,North,Online,Cancelled,4,138.44,67.22,0.15
10691,2025-01-02,P006,Chair,Furniture,Midlands,Retail,Completed,3,136.0,69.91,0
10534,2025-01-03,P005,Desk,Furniture,North,Online,Cancelled,3,277.85,156.94,0
10196,2025-01-04,P006,Chair,Furniture,Scotland,Retail,Cancelled,4,131.57,67.99,0
10330,2025-01-04,P006,Chair,Furniture,Midlands,Retail,Completed,2,136.11,67.23,0
10399,2025-01-04,P004,Mouse,Accessories,Midlands,Online,Completed,3,27.93,13.18,0.15
10760,2025-01-06,P003,Keyboard,Accessories,Wales,Retail,Completed,4,49.96,25.52,0
10665,2025-01-10,P001,Laptop,Electronics,South,Retail,Completed,1,923.41,629.01,0.1
10122,2025-01-15,P002,Monitor,Electronics,South,Retail,Cancelled,2,294.71,168.48,0
10321,2025-01-15,P003,Keyboard,Accessories,Midlands,Online,Completed,1,49.78,26.39,0.05
10734,2025-01-15,P005,Desk,Furniture,North,Online,Completed,1,284.54,157.42,0.1
10160,2025-01-16,P005,Desk,Furniture,Midlands,Online,Cancelled,4,281.94,156.92,0
10727,2025-01-16,P006,Chair,Furniture,South,Online,Completed,4,137.66,68.95,0.05
10876,2025-01-16,P005,Desk,Furniture,North,Retail,Completed,3,272.49,157.61,0.05
10213,2025-01-17,P006,Chair,Furniture,Scotland,Online,Cancelled,3,135.68,66.79,0.05
10548,2025-01-17,P004,Mouse,Accessories,Wales,Online,Completed,4,27.54,13.16,0
10885,2025-01-18,P005,Desk,Furniture,South,Retail,Completed,3,274.87,159.16,0.1
10939,2025-01-18,P006,Chair,Furniture,Wales,Online,Completed,4,136.5,69.55,0.1
10070,2025-01-19,P007,Headset,Accessories,North,Retail,Completed,2,73.35,34.83,0
10577,2025-01-19,P005,Desk,Furniture,Wales,Online,Completed,3,280.73,159.52,0
10909,2025-01-20,P006,Chair,Furniture,North,Retail,Completed,4,135.32,69.82,0
10103,2025-01-21,P008,Webcam,Electronics,Scotland,Partner,Completed,3,88.72,42.96,0.1
10289,2025-01-21,P002,Monitor,Electronics,Wales,Online,Completed,4,286.56,174.42,0.1
10224,2025-01-23,P007,Headset,Accessories,Wales,Retail,Completed,3,71.29,35.55,0
10937,2025-01-23,P002,Monitor,Electronics,Wales,Online,Completed,3,292.6,172.22,0
10277,2025-01-24,P002,Monitor,Electronics,Scotland,Retail,Completed,3,279.53,172.65,0
10903,2025-01-24,P006,Chair,Furniture,South,Online,Completed,2,137.94,68.55,0
10043,2025-01-26,P001,Laptop,Electronics,North,Retail,Completed,4,912.05,632.26,0
10340,2025-01-27,P003,Keyboard,Accessories,Wales,Partner,Cancelled,2,50.07,26.03,0.15
10173,2025-01-30,P002,Monitor,Electronics,North,Online,Completed,3,289.42,173.33,0.15
10212,2025-01-30,P008,Webcam,Electronics,Scotland,Retail,Cancelled,3,87.13,41.36,0
10365,2025-02-01,P006,Chair,Furniture,North,Retail,Completed,2,131.22,69.02,0.1
10836,2025-02-01,P007,Headset,Accessories,South,Partner,Completed,3,71.34,35.7,0
10838,2025-02-01,P008,Webcam,Electronics,South,Online,Completed,3,90.15,42.07,0
10693,2025-02-03,P002,Monitor,Electronics,South,Partner,Completed,3,280.23,166.9,0.15
10474,2025-02-04,P005,Desk,Furniture,Midlands,Partner,Completed,2,277.41,156.2,0
10163,2025-02-05,P003,Keyboard,Accessories,Midlands,Online,Completed,1,49.83,26.56,0
10646,2025-02-05,P003,Keyboard,Accessories,South,Online,Completed,4,50.13,26.53,0.15
10852,2025-02-05,P001,Laptop,Electronics,North,Retail,Completed,3,947.05,630.45,0.05
10349,2025-02-07,P002,Monitor,Electronics,Midlands,Partner,Completed,1,281.66,169.28,0
10515,2025-02-08,P007,Headset,Accessories,South,Retail,Completed,2,72.61,35.57,0
10848,2025-02-08,P005,Desk,Furniture,North,Online,Completed,1,280.15,153.36,0
10152,2025-02-09,P005,Desk,Furniture,North,Retail,Completed,3,278.94,156.01,0.1
10394,2025-02-09,P006,Chair,Furniture,North,Online,Completed,2,131.14,69.42,0
10541,2025-02-10,P002,Monitor,Electronics,Midlands,Online,Completed,1,281.03,172.87,0
10183,2025-02-11,P008,Webcam,Electronics,North,Retail,Completed,3,91.7,41.26,0
10332,2025-02-11,P005,Desk,Furniture,Midlands,Online,Cancelled,4,278.61,154.05,0.1
10530,2025-02-14,P005,Desk,Furniture,North,Online,Cancelled,4,271.15,152.67,0.15
10417,2025-02-17,P007,Headset,Accessories,Midlands,Online,Completed,4,71.72,34.32,0.15
10872,2025-02-17,P008,Webcam,Electronics,Wales,Retail,Cancelled,2,89.08,41.89,0.15
10471,2025-02-18,P007,Headset,Accessories,North,Retail,Cancelled,3,73.07,35.38,0
10204,2025-02-19,P005,Desk,Furniture,North,Online,Completed,4,276.07,153.48,0.05
10234,2025-02-19,P007,Headset,Accessories,North,Retail,Completed,3,72.25,35.94,0
10269,2025-02-19,P008,Webcam,Electronics,Wales,Online,Completed,2,92.51,42.52,0.15
10397,2025-02-20,P008,Webcam,Electronics,Scotland,Online,Completed,3,88.27,42.22,0
10800,2025-02-20,P006,Chair,Furniture,Midlands,Retail,Completed,1,132.01,69.14,0
10899,2025-02-20,P002,Monitor,Electronics,North,Retail,Completed,4,287.5,171.58,0
10608,2025-02-22,P001,Laptop,Electronics,Wales,Online,Completed,3,896.66,636.34,0
10803,2025-02-22,P005,Desk,Furniture,South,Online,Completed,1,277.26,155.58,0
10427,2025-02-23,P005,Desk,Furniture,North,Online,Completed,2,284.71,154.46,0.15
10104,2025-02-24,P001,Laptop,Electronics,Scotland,Retail,Completed,3,956.05,632.16,0.05
10436,2025-02-25,P008,Webcam,Electronics,North,Retail,Completed,1,91.74,42.26,0.15
10227,2025-02-27,P006,Chair,Furniture,North,Retail,Completed,4,140.19,67.18,0.1
10386,2025-02-27,P004,Mouse,Accessories,Scotland,Retail,Completed,1,27.49,13.35,0.1
10539,2025-02-27,P003,Keyboard,Accessories,Scotland,Online,Completed,2,48.39,26.45,0.15
10315,2025-02-28,P007,Headset,Accessories,North,Retail,Completed,4,72.44,34.79,0.05
10630,2025-02-28,P007,Headset,Accessories,Midlands,Retail,Completed,1,73.07,35.51,0
10118,2025-03-01,P003,Keyboard,Accessories,North,Online,Completed,2,49.25,25.83,0.1
10203,2025-03-02,P001,Laptop,Electronics,Wales,Online,Completed,4,908.17,632.63,0.05
10751,2025-03-03,P003,Keyboard,Accessories,Wales,Retail,Completed,4,50.15,26.12,0
10144,2025-03-05,P008,Webcam,Electronics,North,Online,Completed,3,90.04,43.02,0.1
10347,2025-03-05,P008,Webcam,Electronics,Wales,Online,Completed,1,86.6,41.65,0
10361,2025-03-05,P004,Mouse,Accessories,South,Retail,Completed,2,27.67,12.97,0.05
10061,2025-03-06,P007,Headset,Accessories,Scotland,Retail,Completed,1,69.87,34.92,0.05
10023,2025-03-09,P007,Headset,Accessories,Scotland,Online,Completed,4,71.87,34.89,0
10389,2025-03-09,P002,Monitor,Electronics,North,Retail,Completed,4,281.59,174.34,0.1
10404,2025-03-09,P007,Headset,Accessories,Midlands,Online,Completed,3,72.46,35.39,0.15
10821,2025-03-09,P005,Desk,Furniture,North,Online,Completed,1,275.82,154.65,0
10839,2025-03-12,P002,Monitor,Electronics,South,Partner,Completed,1,290.14,167.92,0.15
10771,2025-03-14,P004,Mouse,Accessories,Wales,Retail,Completed,1,26.21,13.18,0
10925,2025-03-14,P002,Monitor,Electronics,South,Retail,Completed,3,286.77,171.6,0.05
10818,2025-03-17,P004,Mouse,Accessories,Wales,Online,Completed,2,26.53,13.26,0.05
10188,2025-03-21,P005,Desk,Furniture,North,Retail,Completed,1,282.17,157.17,0.1
10708,2025-03-21,P005,Desk,Furniture,South,Partner,Completed,3,268.76,152.31,0
10789,2025-03-22,P004,Mouse,Accessories,South,Partner,Completed,4,26.59,12.91,0.1
10609,2025-03-25,P008,Webcam,Electronics,Scotland,Partner,Completed,3,91.17,42.44,0.05
10059,2025-03-26,P002,Monitor,Electronics,North,Online,Cancelled,3,279.21,168.57,0
10106,2025-03-26,P002,Monitor,Electronics,North,Online,Completed,4,285.82,174.84,0
10083,2025-03-27,P006,Chair,Furniture,Wales,Online,Completed,2,138.72,68.0,0
10169,2025-03-27,P008,Webcam,Electronics,Scotland,Online,Completed,3,91.42,42.84,0
10396,2025-03-29,P006,Chair,Furniture,South,Retail,Completed,3,135.12,69.75,0
10542,2025-03-29,P003,Keyboard,Accessories,South,Online,Completed,2,48.75,26.67,0.15
10780,2025-03-29,P008,Webcam,Electronics,North,Retail,Completed,1,87.35,42.06,0.15
10890,2025-03-29,P005,Desk,Furniture,Scotland,Retail,Cancelled,1,282.08,157.38,0.15
10126,2025-03-31,P004,Mouse,Accessories,North,Retail,Cancelled,3,26.87,13.0,0.15
10851,2025-03-31,P008,Webcam,Electronics,North,Online,Completed,4,88.17,42.9,0
10910,2025-03-31,P001,Laptop,Electronics,Scotland,Retail,Completed,2,898.19,626.62,0
10619,2025-04-01,P005,Desk,Furniture,North,Online,Completed,2,278.73,153.86,0
10688,2025-04-01,P001,Laptop,Electronics,North,Retail,Completed,4,917.55,612.3,0.15
10155,2025-04-04,P006,Chair,Furniture,North,Online,Completed,3,133.81,67.57,0.15
10198,2025-04-05,P008,Webcam,Electronics,North,Retail,Cancelled,3,89.99,42.77,0.15
10299,2025-04-05,P007,Headset,Accessories,North,Online,Completed,4,73.92,34.41,0.15
10695,2025-04-05,P001,Laptop,Electronics,Midlands,Online,Completed,1,900.01,632.62,0.05
10378,2025-04-07,P002,Monitor,Electronics,Midlands,Online,Completed,1,283.27,174.15,0
10621,2025-04-09,P007,Headset,Accessories,North,Retail,Completed,4,71.24,35.4,0.1
10877,2025-04-09,P006,Chair,Furniture,Scotland,Partner,Cancelled,2,139.4,68.77,0.15
10776,2025-04-10,P002,Monitor,Electronics,Midlands,Online,Completed,1,278.44,167.05,0
10443,2025-04-12,P006,Chair,Furniture,Scotland,Retail,Completed,3,136.24,68.75,0
10620,2025-04-14,P008,Webcam,Electronics,South,Online,Completed,4,87.68,42.54,0
10221,2025-04-15,P006,Chair,Furniture,South,Partner,Completed,3,135.53,69.89,0.1
10815,2025-04-18,P004,Mouse,Accessories,South,Online,Completed,3,27.0,12.91,0.1
10902,2025-04-20,P005,Desk,Furniture,North,Partner,Completed,2,278.26,158.41,0
10714,2025-04-21,P008,Webcam,Electronics,North,Online,Completed,4,87.31,42.83,0.1
10260,2025-04-22,P002,Monitor,Electronics,Scotland,Online,Completed,4,282.69,166.99,0
10013,2025-04-24,P005,Desk,Furniture,South,Online,Cancelled,1,281.55,154.54,0
10668,2025-04-25,P006,Chair,Furniture,Midlands,Partner,Completed,4,132.53,69.0,0
10782,2025-04-26,P008,Webcam,Electronics,South,Online,Completed,2,92.38,42.46,0.1
10220,2025-04-27,P001,Laptop,Electronics,South,Retail,Completed,2,916.67,637.26,0.1
10331,2025-04-27,P002,Monitor,Electronics,South,Online,Completed,1,294.86,174.66,0
10068,2025-04-29,P002,Monitor,Electronics,South,Online,Completed,2,288.54,174.79,0
10444,2025-04-29,P006,Chair,Furniture,North,Retail,Completed,4,134.18,69.46,0
10676,2025-04-30,P005,Desk,Furniture,South,Online,Completed,2,274.1,154.35,0.05
10216,2025-05-01,P001,Laptop,Electronics,Midlands,Online,Completed,3,912.21,635.46,0.1
10238,2025-05-04,P003,Keyboard,Accessories,Scotland,Retail,Completed,4,49.41,26.09,0.15
10218,2025-05-06,P003,Keyboard,Accessories,North,Retail,Completed,4,50.78,25.62,0.1
10720,2025-05-06,P005,Desk,Furniture,South,Partner,Cancelled,2,285.55,155.49,0
10438,2025-05-08,P006,Chair,Furniture,North,Retail,Cancelled,4,131.06,69.82,0
10633,2025-05-08,P003,Keyboard,Accessories,Wales,Online,Completed,4,50.22,26.02,0.05
10652,2025-05-08,P007,Headset,Accessories,Midlands,Retail,Cancelled,1,73.79,35.06,0.05
10100,2025-05-09,P008,Webcam,Electronics,Midlands,Online,Completed,2,89.5,43.01,0.1
10063,2025-05-12,P001,Laptop,Electronics,Midlands,Retail,Completed,4,903.03,622.09,0.15
10480,2025-05-12,P008,Webcam,Electronics,South,Online,Cancelled,3,89.85,41.93,0
10371,2025-05-13,P006,Chair,Furniture,South,Retail,Cancelled,2,133.06,68.64,0
10483,2025-05-13,P002,Monitor,Electronics,South,Online,Completed,2,294.23,168.27,0
10492,2025-05-13,P008,Webcam,Electronics,South,Online,Completed,1,86.81,42.51,0
10862,2025-05-13,P005,Desk,Furniture,Scotland,Retail,Cancelled,3,284.0,158.51,0
10016,2025-05-15,P001,Laptop,Electronics,Wales,Partner,Completed,1,896.13,634.82,0
10306,2025-05-18,P007,Headset,Accessories,South,Online,Completed,4,71.31,34.78,0
10860,2025-05-20,P005,Desk,Furniture,North,Online,Completed,2,283.71,154.67,0
10913,2025-05-20,P003,Keyboard,Accessories,South,Retail,Cancelled,2,48.13,26.24,0.1
10943,2025-05-21,P008,Webcam,Electronics,South,Retail,Cancelled,3,86.56,41.62,0.15
10840,2025-05-22,P002,Monitor,Electronics,South,Online,Completed,3,279.41,167.69,0
10374,2025-05-23,P003,Keyboard,Accessories,Scotland,Online,Completed,3,49.71,26.73,0
10730,2025-05-23,P003,Keyboard,Accessories,South,Retail,Completed,2,50.86,26.18,0.05
10554,2025-05-25,P006,Chair,Furniture,South,Online,Completed,4,131.48,69.28,0
10271,2025-05-26,P007,Headset,Accessories,South,Partner,Completed,3,74.47,34.7,0.1
10532,2025-05-26,P003,Keyboard,Accessories,Scotland,Online,Cancelled,3,47.69,25.61,0.1
10639,2025-05-27,P003,Keyboard,Accessories,Midlands,Online,Cancelled,2,50.19,25.67,0
10587,2025-05-28,P007,Headset,Accessories,Scotland,Online,Completed,2,71.83,35.3,0.05
10599,2025-05-28,P005,Desk,Furniture,South,Partner,Completed,1,285.02,153.65,0.1
10501,2025-05-30,P002,Monitor,Electronics,South,Online,Cancelled,1,292.96,174.22,0.1
10232,2025-05-31,P008,Webcam,Electronics,North,Online,Completed,3,89.19,41.7,0.15
10450,2025-05-31,P007,Headset,Accessories,Wales,Partner,Completed,4,71.85,34.9,0
10575,2025-05-31,P006,Chair,Furniture,South,Retail,Completed,2,136.15,70.03,0
10905,2025-05-31,P006,Chair,Furniture,South,Partner,Completed,3,133.27,69.98,0
10037,2025-06-01,P008,Webcam,Electronics,Wales,Retail,Completed,3,88.97,41.74,0.15
10209,2025-06-01,P008,Webcam,Electronics,North,Online,Completed,2,89.41,43.01,0
10439,2025-06-01,P008,Webcam,Electronics,Scotland,Online,Completed,4,87.83,43.2,0
10739,2025-06-03,P006,Chair,Furniture,South,Online,Cancelled,3,132.34,68.56,0.15
10449,2025-06-04,P003,Keyboard,Accessories,South,Online,Completed,2,49.59,26.63,0.15
10743,2025-06-08,P007,Headset,Accessories,South,Retail,Cancelled,2,74.42,34.93,0
10946,2025-06-08,P006,Chair,Furniture,Midlands,Online,Completed,4,133.95,67.94,0.05
10354,2025-06-09,P001,Laptop,Electronics,Midlands,Partner,Completed,3,947.44,624.83,0.05
10917,2025-06-13,P001,Laptop,Electronics,North,Partner,Cancelled,2,912.77,619.75,0.05
10425,2025-06-16,P005,Desk,Furniture,Midlands,Partner,Cancelled,2,278.64,154.09,0.15
10073,2025-06-18,P005,Desk,Furniture,South,Retail,Cancelled,4,272.95,153.8,0
10628,2025-06-22,P006,Chair,Furniture,South,Online,Completed,2,138.59,69.64,0.05
10883,2025-06-25,P002,Monitor,Electronics,Midlands,Online,Completed,2,283.82,174.69,0.1
10677,2025-06-26,P001,Laptop,Electronics,Wales,Retail,Completed,1,951.52,634.21,0.1
10057,2025-06-27,P006,Chair,Furniture,South,Retail,Cancelled,4,138.8,68.5,0.05
10135,2025-06-27,P005,Desk,Furniture,South,Online,Completed,4,279.28,157.86,0.15
10325,2025-06-27,P001,Laptop,Electronics,Midlands,Retail,Completed,2,932.08,621.31,0.05
10718,2025-06-27,P007,Headset,Accessories,Scotland,Retail,Completed,4,72.34,34.45,0.05
10824,2025-06-27,P007,Headset,Accessories,Midlands,Online,Completed,2,74.23,35.76,0.05
10728,2025-06-29,P005,Desk,Furniture,South,Retail,Completed,4,283.92,155.45,0
10201,2025-06-30,P002,Monitor,Electronics,South,Retail,Completed,2,288.91,174.27,0.15
10878,2025-06-30,P004,Mouse,Accessories,Midlands,Retail,Cancelled,3,26.45,12.99,0.15
10846,2025-07-01,P001,Laptop,Electronics,Midlands,Online,Completed,1,936.95,634.53,0.05
10267,2025-07-02,P005,Desk,Furniture,South,Retail,Completed,1,268.81,152.65,0
10121,2025-07-03,P002,Monitor,Electronics,Midlands,Retail,Completed,4,284.05,172.03,0.1
10239,2025-07-04,P004,Mouse,Accessories,South,Retail,Completed,2,27.03,13.2,0.1
10307,2025-07-04,P005,Desk,Furniture,Scotland,Retail,Completed,2,276.58,156.34,0.1
10469,2025-07-04,P007,Headset,Accessories,Scotland,Online,Completed,1,71.51,34.45,0.15
10709,2025-07-04,P003,Keyboard,Accessories,Scotland,Online,Completed,2,50.6,26.42,0
10535,2025-07-05,P003,Keyboard,Accessories,Midlands,Retail,Completed,3,49.06,25.58,0.15
10786,2025-07-05,P006,Chair,Furniture,South,Partner,Cancelled,1,139.47,67.55,0.1
10792,2025-07-06,P006,Chair,Furniture,Midlands,Online,Cancelled,2,137.3,68.5,0.05
10362,2025-07-11,P008,Webcam,Electronics,Wales,Online,Completed,3,87.45,41.83,0
10002,2025-07-12,P002,Monitor,Electronics,North,Online,Completed,4,288.46,171.37,0.1
10700,2025-07-12,P003,Keyboard,Accessories,Scotland,Retail,Completed,3,48.12,25.56,0.1
10377,2025-07-13,P007,Headset,Accessories,Scotland,Retail,Cancelled,1,73.66,34.69,0.15
10593,2025-07-13,P005,Desk,Furniture,South,Partner,Completed,4,277.97,157.04,0.05
10835,2025-07-14,P007,Headset,Accessories,Midlands,Online,Completed,1,69.94,34.66,0
10018,2025-07-16,P003,Keyboard,Accessories,South,Retail,Completed,3,50.12,26.38,0.1
10442,2025-07-16,P001,Laptop,Electronics,Scotland,Partner,Completed,1,928.61,627.89,0.1
10478,2025-07-16,P008,Webcam,Electronics,Midlands,Online,Completed,1,90.85,42.18,0
10095,2025-07-17,P001,Laptop,Electronics,North,Online,Completed,4,948.1,633.17,0.05
10355,2025-07-17,P004,Mouse,Accessories,South,Retail,Completed,1,26.21,13.28,0
10036,2025-07-20,P003,Keyboard,Accessories,Midlands,Online,Completed,3,49.89,26.59,0
10749,2025-07-21,P008,Webcam,Electronics,Scotland,Online,Cancelled,1,89.41,42.71,0
10141,2025-07-23,P006,Chair,Furniture,Scotland,Retail,Completed,1,140.16,69.42,0.1
10252,2025-07-24,P003,Keyboard,Accessories,South,Online,Completed,4,49.83,26.5,0.15
10562,2025-07-25,P006,Chair,Furniture,South,Online,Completed,4,137.8,67.49,0
10571,2025-07-25,P007,Headset,Accessories,Scotland,Online,Cancelled,3,72.51,35.59,0
10281,2025-07-26,P004,Mouse,Accessories,South,Online,Completed,2,26.7,12.83,0
10516,2025-07-26,P006,Chair,Furniture,Wales,Online,Cancelled,3,135.25,68.01,0
10930,2025-07-26,P001,Laptop,Electronics,Midlands,Partner,Completed,4,914.4,628.3,0
10011,2025-07-28,P005,Desk,Furniture,Wales,Online,Completed,4,276.56,152.6,0
10588,2025-07-28,P004,Mouse,Accessories,North,Retail,Completed,2,27.94,12.8,0.15
10745,2025-07-28,P002,Monitor,Electronics,South,Online,Completed,2,282.21,173.45,0.05
10891,2025-07-28,P002,Monitor,Electronics,North,Retail,Cancelled,1,295.55,171.03,0
10139,2025-07-29,P006,Chair,Furniture,Midlands,Partner,Completed,1,131.44,67.62,0.15
10206,2025-07-29,P002,Monitor,Electronics,Midlands,Online,Completed,3,279.26,167.03,0
10830,2025-07-30,P004,Mouse,Accessories,South,Retail,Completed,1,26.66,13.06,0
10274,2025-08-03,P007,Headset,Accessories,Midlands,Retail,Completed,3,73.6,34.91,0.1
10791,2025-08-03,P008,Webcam,Electronics,North,Retail,Completed,4,91.34,42.07,0.1
10388,2025-08-08,P003,Keyboard,Accessories,Wales,Online,Completed,1,50.3,25.64,0
10393,2025-08-08,P008,Webcam,Electronics,North,Online,Cancelled,1,90.57,42.0,0.1
10373,2025-08-09,P007,Headset,Accessories,North,Online,Cancelled,1,73.06,34.48,0
10387,2025-08-09,P004,Mouse,Accessories,Midlands,Online,Completed,4,27.27,13.08,0.1
10601,2025-08-09,P003,Keyboard,Accessories,Wales,Partner,Completed,4,49.39,25.75,0.05
10286,2025-08-12,P004,Mouse,Accessories,Midlands,Retail,Completed,3,26.41,13.11,0
10338,2025-08-13,P002,Monitor,Electronics,Midlands,Online,Completed,4,279.78,167.94,0.1
10623,2025-08-14,P005,Desk,Furniture,Wales,Online,Completed,3,269.86,154.1,0
10413,2025-08-20,P002,Monitor,Electronics,Wales,Online,Completed,4,282.4,167.06,0.1
10405,2025-08-21,P002,Monitor,Electronics,South,Retail,Completed,1,289.36,171.78,0.1
10370,2025-08-23,P002,Monitor,Electronics,Midlands,Online,Completed,3,295.38,173.33,0.15
10898,2025-08-23,P004,Mouse,Accessories,South,Online,Completed,4,26.3,13.04,0
10113,2025-08-24,P005,Desk,Furniture,South,Online,Completed,4,285.99,158.51,0
10773,2025-08-27,P002,Monitor,Electronics,North,Partner,Completed,2,288.32,175.02,0
